"","yr_type","type","yr","FisheryName","ts","ff","area_code","var","val"
"1","2021_pre","pre","2021","Area 7 Spt",5,2,"07","Quota",0
"2","2021_pre","pre","2021","Area 5 Spt",2,7,"05","MSFQuota",1795.66572
"3","2021_pre","pre","2021","Area 6 Spt",3,7,"06","MSFQuota",534.73669
"4","2021_pre","pre","2021","Area 7 Spt",3,8,"07","MSFQuota",627
"5","2021_pre","pre","2021","Area 7 Spt",2,8,"07","MSFQuota",96
"6","2021_pre","pre","2021","Area 7 Spt",1,2,"07","Quota",0
"7","2021_pre","pre","2021","Area 6 Spt",5,2,"06","Quota",0
"8","2021_pre","pre","2021","Area 6 Spt",4,7,"06","MSFQuota",1977.08576
"9","2021_pre","pre","2021","Area 7 Spt",4,8,"07","MSFQuota",1802
"10","2021_pre","pre","2021","Area 6 Spt",2,7,"06","MSFQuota",69.4033
"11","2021_pre","pre","2021","Area 6 Spt",1,2,"06","Quota",0
"12","2021_pre","pre","2021","Area 5 Spt",5,2,"05","Quota",0
"13","2021_pre","pre","2021","Area 5 Spt",3,7,"05","MSFQuota",5326.11741
"14","2021_pre","pre","2021","Ar 10  Spt",5,2,"10","Quota",1374
"15","2021_pre","pre","2021","Ar 10  Spt",4,2,"10","Quota",12036
"16","2021_pre","pre","2021","Ar 8-2 Spt",1,2,"82","Quota",0
"17","2021_pre","pre","2021","Ar 13  Spt",4,8,"13","MSFQuota",198
"18","2021_pre","pre","2021","Area 5 Spt",4,7,"05","MSFQuota",9356.1937
"19","2021_pre","pre","2021","Ar 11  Spt",5,2,"11","Quota",201
"20","2021_pre","pre","2021","Ar 12  Spt",5,2,"12","Quota",249
"21","2021_pre","pre","2021","Ar 12  Spt",4,2,"12","Quota",1243
"22","2021_pre","pre","2021","Ar 12  Spt",3,2,"12","Quota",631
"23","2021_pre","pre","2021","Ar 13  Spt",5,8,"13","MSFQuota",214
"24","2021_pre","pre","2021","Ar 10  Spt",1,2,"10","Quota",4005
"25","2021_pre","pre","2021","Ar 13  Spt",2,8,"13","MSFQuota",41
"26","2021_pre","pre","2021","Ar 13  Spt",1,8,"13","MSFQuota",227
"27","2021_pre","pre","2021","Ar 8-2 Spt",2,2,"82","Quota",0
"28","2021_pre","pre","2021","Ar 11  Spt",4,2,"11","Quota",1371
"29","2021_pre","pre","2021","Ar 11  Spt",3,2,"11","Quota",687
"30","2021_pre","pre","2021","Ar 11  Spt",2,2,"11","Quota",151
"31","2021_pre","pre","2021","Ar 11  Spt",1,2,"11","Quota",15
"32","2021_pre","pre","2021","Ar 8-2 Spt",5,2,"82","Quota",0
"33","2021_pre","pre","2021","Ar 8-2 Spt",4,7,"82","MSFQuota",1618.79976
"34","2021_pre","pre","2021","Ar 8-2 Spt",3,7,"82","MSFQuota",199.60637
"35","2021_pre","pre","2021","Ar 13  Spt",3,8,"13","MSFQuota",57
"36","2021_pre","pre","2021","Ar 8-1 Spt",4,2,"81","Quota",1842
"37","2021_pre","pre","2021","Ar 10  Spt",2,2,"10","Quota",3826
"38","2021_pre","pre","2021","Ar 8-1 Spt",1,2,"81","Quota",0
"39","2021_pre","pre","2021","Ar 10  Spt",3,2,"10","Quota",3587
"40","2021_pre","pre","2021","Ar 8-1 Spt",3,2,"81","Quota",580
"41","2021_pre","pre","2021","Area 5 Spt",1,2,"05","Quota",0
"42","2021_pre","pre","2021","Ar 8-1 Spt",5,2,"81","Quota",0
"43","2021_pre","pre","2021","Area 9 Spt",1,2,"09","Quota",0
"44","2021_pre","pre","2021","Area 9 Spt",2,8,"09","MSFQuota",472
"45","2021_pre","pre","2021","Area 9 Spt",3,8,"09","MSFQuota",2166
"46","2021_pre","pre","2021","Area 9 Spt",4,8,"09","MSFQuota",10815
"47","2021_pre","pre","2021","Area 9 Spt",5,2,"09","Quota",0
"48","2021_pre","pre","2021","Ar 8-1 Spt",2,2,"81","Quota",0
"49","2022_pre","pre","2022","Area 9 Spt",1,2,"09","Quota",0
"50","2022_pre","pre","2022","Ar 8-1 Spt",5,2,"81","Quota",65
"51","2022_pre","pre","2022","Ar 8-1 Spt",4,2,"81","Quota",2518
"52","2022_pre","pre","2022","Ar 8-1 Spt",3,2,"81","Quota",289
"53","2022_pre","pre","2022","Ar 8-1 Spt",2,2,"81","Quota",0
"54","2022_pre","pre","2022","Ar 8-1 Spt",1,2,"81","Quota",0
"55","2022_pre","pre","2022","Ar 11  Spt",5,2,"11","Quota",93
"56","2022_pre","pre","2022","Area 9 Spt",2,8,"09","MSFQuota",1224
"57","2022_pre","pre","2022","Ar 11  Spt",3,2,"11","Quota",1163
"58","2022_pre","pre","2022","Ar 13  Spt",3,8,"13","MSFQuota",50
"59","2022_pre","pre","2022","Ar 11  Spt",4,2,"11","Quota",2960
"60","2022_pre","pre","2022","Area 9 Spt",3,8,"09","MSFQuota",2718
"61","2022_pre","pre","2022","Area 9 Spt",4,8,"09","MSFQuota",5873
"62","2022_pre","pre","2022","Area 9 Spt",5,2,"09","Quota",0
"63","2022_pre","pre","2022","Ar 8-2 Spt",1,2,"82","Quota",0
"64","2022_pre","pre","2022","Area 5 Spt",1,2,"05","Quota",0
"65","2022_pre","pre","2022","Ar 13  Spt",2,8,"13","MSFQuota",22
"66","2022_pre","pre","2022","Area 6 Spt",4,8,"06","MSFQuota",5915
"67","2022_pre","pre","2022","Ar 13  Spt",4,8,"13","MSFQuota",325
"68","2022_pre","pre","2022","Ar 13  Spt",5,8,"13","MSFQuota",71
"69","2022_pre","pre","2022","Ar 12  Spt",3,2,"12","Quota",1981
"70","2022_pre","pre","2022","Ar 12  Spt",4,2,"12","Quota",4837
"71","2022_pre","pre","2022","Ar 12  Spt",5,2,"12","Quota",803
"72","2022_pre","pre","2022","Ar 13  Spt",1,8,"13","MSFQuota",290
"73","2022_pre","pre","2022","Area 7 Spt",5,2,"07","Quota",0
"74","2022_pre","pre","2022","Ar 11  Spt",2,2,"11","Quota",337
"75","2022_pre","pre","2022","Ar 11  Spt",1,2,"11","Quota",7
"76","2022_pre","pre","2022","Ar 10  Spt",5,2,"10","Quota",567
"77","2022_pre","pre","2022","Ar 10  Spt",4,2,"10","Quota",11837
"78","2022_pre","pre","2022","Ar 10  Spt",3,2,"10","Quota",5339
"79","2022_pre","pre","2022","Ar 10  Spt",2,2,"10","Quota",3658
"80","2022_pre","pre","2022","Ar 10  Spt",1,2,"10","Quota",3260
"81","2022_pre","pre","2022","Ar 8-2 Spt",5,2,"82","Quota",0
"82","2022_pre","pre","2022","Ar 8-2 Spt",4,8,"82","MSFQuota",2752
"83","2022_pre","pre","2022","Area 6 Spt",2,8,"06","MSFQuota",44
"84","2022_pre","pre","2022","Ar 8-2 Spt",2,2,"82","Quota",0
"85","2022_pre","pre","2022","Area 5 Spt",2,8,"05","MSFQuota",433
"86","2022_pre","pre","2022","Area 7 Spt",4,8,"07","MSFQuota",3739
"87","2022_pre","pre","2022","Area 7 Spt",3,8,"07","MSFQuota",488
"88","2022_pre","pre","2022","Area 7 Spt",2,8,"07","MSFQuota",91
"89","2022_pre","pre","2022","Area 7 Spt",1,2,"07","Quota",0
"90","2022_pre","pre","2022","Area 6 Spt",5,2,"06","Quota",0
"91","2022_pre","pre","2022","Area 6 Spt",3,8,"06","MSFQuota",717
"92","2022_pre","pre","2022","Area 6 Spt",1,2,"06","Quota",0
"93","2022_pre","pre","2022","Area 5 Spt",5,2,"05","Quota",0
"94","2022_pre","pre","2022","Area 5 Spt",4,8,"05","MSFQuota",15248
"95","2022_pre","pre","2022","Area 5 Spt",3,8,"05","MSFQuota",2881
"96","2022_pre","pre","2022","Ar 8-2 Spt",3,8,"82","MSFQuota",249
"97","2004_pre","pre","2004","Ar 8-2 Spt",4,2,"82","Quota",6328
"98","2004_pre","pre","2004","Ar 11  Spt",4,2,"11","Quota",3782
"99","2004_pre","pre","2004","Area 9 Spt",3,2,"09","Quota",6640
"100","2004_pre","pre","2004","Area 9 Spt",4,2,"09","Quota",10035
"101","2004_pre","pre","2004","Area 9 Spt",5,2,"09","Quota",2416
"102","2004_pre","pre","2004","Ar 13  Spt",3,7,"13","MSFQuota",281.02663
"103","2004_pre","pre","2004","Ar 13  Spt",4,7,"13","MSFQuota",469.2432
"104","2004_pre","pre","2004","Ar 13  Spt",5,7,"13","MSFQuota",324.92898
"105","2004_pre","pre","2004","Ar 8-2 Spt",1,2,"82","Quota",33
"106","2004_pre","pre","2004","Area 9 Spt",1,2,"09","Quota",74
"107","2004_pre","pre","2004","Ar 8-2 Spt",3,2,"82","Quota",1271
"108","2004_pre","pre","2004","Ar 8-1 Spt",5,2,"81","Quota",581
"109","2004_pre","pre","2004","Ar 8-2 Spt",5,2,"82","Quota",1761
"110","2004_pre","pre","2004","Ar 10  Spt",1,2,"10","Quota",201
"111","2004_pre","pre","2004","Ar 12  Spt",5,2,"12","Quota",597
"112","2004_pre","pre","2004","Ar 12  Spt",4,2,"12","Quota",991
"113","2004_pre","pre","2004","Ar 12  Spt",3,2,"12","Quota",499
"114","2004_pre","pre","2004","Ar 12  Spt",2,2,"12","Quota",64
"115","2004_pre","pre","2004","Ar 13  Spt",2,7,"13","MSFQuota",219.44342
"116","2004_pre","pre","2004","Ar 11  Spt",5,2,"11","Quota",1223
"117","2004_pre","pre","2004","Ar 8-2 Spt",2,2,"82","Quota",0
"118","2004_pre","pre","2004","Area 7 Spt",1,2,"07","Quota",0
"119","2004_pre","pre","2004","Area 5 Spt",1,2,"05","Quota",130
"120","2004_pre","pre","2004","Area 5 Spt",2,7,"05","MSFQuota",5178.81392
"121","2004_pre","pre","2004","Area 5 Spt",3,7,"05","MSFQuota",8398.45601
"122","2004_pre","pre","2004","Area 5 Spt",4,7,"05","MSFQuota",16481.34123
"123","2004_pre","pre","2004","Area 5 Spt",5,2,"05","Quota",24
"124","2004_pre","pre","2004","Area 6 Spt",1,2,"06","Quota",25
"125","2004_pre","pre","2004","Area 6 Spt",2,7,"06","MSFQuota",871.40739
"126","2004_pre","pre","2004","Area 6 Spt",3,7,"06","MSFQuota",1607.50827
"127","2004_pre","pre","2004","Area 9 Spt",2,2,"09","Quota",3039
"128","2004_pre","pre","2004","Area 6 Spt",5,2,"06","Quota",2
"129","2004_pre","pre","2004","Ar 13  Spt",1,2,"13","Quota",245
"130","2004_pre","pre","2004","Area 7 Spt",2,2,"07","Quota",751
"131","2004_pre","pre","2004","Area 7 Spt",3,7,"07","MSFQuota",417.75079
"132","2004_pre","pre","2004","Area 7 Spt",4,7,"07","MSFQuota",575.89237
"133","2004_pre","pre","2004","Area 7 Spt",5,2,"07","Quota",1092
"134","2004_pre","pre","2004","Ar 8-1 Spt",1,2,"81","Quota",5
"135","2004_pre","pre","2004","Ar 8-1 Spt",2,2,"81","Quota",0
"136","2004_pre","pre","2004","Ar 8-1 Spt",3,2,"81","Quota",343
"137","2004_pre","pre","2004","Ar 8-1 Spt",4,2,"81","Quota",963
"138","2004_pre","pre","2004","Area 6 Spt",4,7,"06","MSFQuota",2738.88056
"139","2004_pre","pre","2004","Ar 10  Spt",3,2,"10","Quota",5886
"140","2004_pre","pre","2004","Ar 10  Spt",2,2,"10","Quota",4025
"141","2004_pre","pre","2004","Ar 11  Spt",3,2,"11","Quota",1705
"142","2004_pre","pre","2004","Ar 10  Spt",4,2,"10","Quota",8231
"143","2004_pre","pre","2004","Ar 12  Spt",1,2,"12","Quota",2
"144","2004_pre","pre","2004","Ar 10  Spt",5,2,"10","Quota",2906
"145","2004_pre","pre","2004","Ar 11  Spt",1,2,"11","Quota",147
"146","2004_pre","pre","2004","Ar 11  Spt",2,2,"11","Quota",675
"147","2005_pre","pre","2005","Area 7 Spt",4,7,"07","MSFQuota",616.04629
"148","2005_pre","pre","2005","Ar 13  Spt",4,7,"13","MSFQuota",533.56353
"149","2005_pre","pre","2005","Area 9 Spt",3,2,"09","Quota",6300
"150","2005_pre","pre","2005","Ar 8-1 Spt",1,2,"81","Quota",7
"151","2005_pre","pre","2005","Ar 8-1 Spt",3,2,"81","Quota",341
"152","2005_pre","pre","2005","Ar 8-1 Spt",5,2,"81","Quota",588
"153","2005_pre","pre","2005","Area 9 Spt",1,2,"09","Quota",73
"154","2005_pre","pre","2005","Area 9 Spt",2,2,"09","Quota",0
"155","2005_pre","pre","2005","Area 7 Spt",5,2,"07","Quota",1085
"156","2005_pre","pre","2005","Area 9 Spt",4,2,"09","Quota",10182
"157","2005_pre","pre","2005","Area 9 Spt",5,2,"09","Quota",2487
"158","2005_pre","pre","2005","Area 7 Spt",3,7,"07","MSFQuota",485.94768
"159","2005_pre","pre","2005","Ar 13  Spt",3,7,"13","MSFQuota",286.14991
"160","2005_pre","pre","2005","Area 6 Spt",3,7,"06","MSFQuota",1041.26154
"161","2005_pre","pre","2005","Ar 13  Spt",5,7,"13","MSFQuota",316.96987
"162","2005_pre","pre","2005","Ar 11  Spt",2,2,"11","Quota",675
"163","2005_pre","pre","2005","Ar 11  Spt",1,2,"11","Quota",203
"164","2005_pre","pre","2005","Ar 10  Spt",5,2,"10","Quota",2726
"165","2005_pre","pre","2005","Ar 10  Spt",4,2,"10","Quota",7722
"166","2005_pre","pre","2005","Ar 10  Spt",3,2,"10","Quota",5886
"167","2005_pre","pre","2005","Ar 13  Spt",2,7,"13","MSFQuota",222.4583
"168","2005_pre","pre","2005","Ar 12  Spt",5,2,"12","Quota",644
"169","2005_pre","pre","2005","Ar 8-1 Spt",2,2,"81","Quota",0
"170","2005_pre","pre","2005","Ar 10  Spt",2,2,"10","Quota",4025
"171","2005_pre","pre","2005","Ar 11  Spt",4,2,"11","Quota",3696
"172","2005_pre","pre","2005","Ar 11  Spt",5,2,"11","Quota",1161
"173","2005_pre","pre","2005","Ar 11  Spt",3,2,"11","Quota",1728
"174","2005_pre","pre","2005","Ar 13  Spt",1,2,"13","Quota",294
"175","2005_pre","pre","2005","Ar 12  Spt",1,2,"12","Quota",3
"176","2005_pre","pre","2005","Ar 12  Spt",2,2,"12","Quota",64
"177","2005_pre","pre","2005","Area 6 Spt",5,2,"06","Quota",5
"178","2005_pre","pre","2005","Ar 12  Spt",4,2,"12","Quota",1118
"179","2005_pre","pre","2005","Area 7 Spt",2,2,"07","Quota",934
"180","2005_pre","pre","2005","Area 5 Spt",1,2,"05","Quota",117
"181","2005_pre","pre","2005","Area 5 Spt",2,7,"05","MSFQuota",5514.6122
"182","2005_pre","pre","2005","Area 5 Spt",3,7,"05","MSFQuota",8887.24946
"183","2005_pre","pre","2005","Area 5 Spt",4,7,"05","MSFQuota",16137.76064
"184","2005_pre","pre","2005","Area 5 Spt",5,2,"05","Quota",25
"185","2005_pre","pre","2005","Area 6 Spt",1,2,"06","Quota",23
"186","2005_pre","pre","2005","Area 6 Spt",2,7,"06","MSFQuota",142.65219
"187","2005_pre","pre","2005","Area 6 Spt",4,7,"06","MSFQuota",1821.18597
"188","2005_pre","pre","2005","Area 7 Spt",1,2,"07","Quota",0
"189","2005_pre","pre","2005","Ar 12  Spt",3,2,"12","Quota",499
"190","2005_pre","pre","2005","Ar 8-2 Spt",5,2,"82","Quota",1781
"191","2005_pre","pre","2005","Ar 8-2 Spt",4,2,"82","Quota",6286
"192","2005_pre","pre","2005","Ar 8-2 Spt",3,2,"82","Quota",1260
"193","2005_pre","pre","2005","Ar 8-2 Spt",2,2,"82","Quota",121
"194","2005_pre","pre","2005","Ar 8-2 Spt",1,2,"82","Quota",36
"195","2005_pre","pre","2005","Ar 8-1 Spt",4,2,"81","Quota",916
"196","2005_pre","pre","2005","Ar 10  Spt",1,2,"10","Quota",132
"197","2006_pre","pre","2006","Area 9 Spt",5,2,"09","Quota",2449
"198","2006_pre","pre","2006","Ar 8-1 Spt",5,2,"81","Quota",543
"199","2006_pre","pre","2006","Area 9 Spt",1,2,"09","Quota",68
"200","2006_pre","pre","2006","Area 9 Spt",2,2,"09","Quota",2276
"201","2006_pre","pre","2006","Ar 8-1 Spt",4,2,"81","Quota",835
"202","2006_pre","pre","2006","Area 9 Spt",4,2,"09","Quota",9930
"203","2006_pre","pre","2006","Area 7 Spt",5,2,"07","Quota",1077
"204","2006_pre","pre","2006","Ar 10  Spt",5,2,"10","Quota",2509
"205","2006_pre","pre","2006","Area 9 Spt",3,2,"09","Quota",5954
"206","2006_pre","pre","2006","Ar 8-1 Spt",3,2,"81","Quota",322
"207","2006_pre","pre","2006","Ar 13  Spt",1,2,"13","Quota",379
"208","2006_pre","pre","2006","Ar 8-1 Spt",1,2,"81","Quota",7
"209","2006_pre","pre","2006","Ar 12  Spt",3,2,"12","Quota",499
"210","2006_pre","pre","2006","Area 7 Spt",4,7,"07","MSFQuota",655.96434
"211","2006_pre","pre","2006","Area 7 Spt",3,7,"07","MSFQuota",512.99061
"212","2006_pre","pre","2006","Area 7 Spt",2,2,"07","Quota",695
"213","2006_pre","pre","2006","Area 7 Spt",1,2,"07","Quota",0
"214","2006_pre","pre","2006","Area 6 Spt",5,2,"06","Quota",5116
"215","2006_pre","pre","2006","Area 6 Spt",4,7,"06","MSFQuota",1799.70558
"216","2006_pre","pre","2006","Area 6 Spt",3,7,"06","MSFQuota",1007.81172
"217","2006_pre","pre","2006","Ar 8-1 Spt",2,2,"81","Quota",0
"218","2006_pre","pre","2006","Ar 10  Spt",1,2,"10","Quota",108
"219","2006_pre","pre","2006","Ar 12  Spt",2,2,"12","Quota",64
"220","2006_pre","pre","2006","Ar 12  Spt",1,2,"12","Quota",3
"221","2006_pre","pre","2006","Ar 11  Spt",5,2,"11","Quota",1099
"222","2006_pre","pre","2006","Ar 11  Spt",4,2,"11","Quota",3616
"223","2006_pre","pre","2006","Ar 11  Spt",3,2,"11","Quota",1780
"224","2006_pre","pre","2006","Ar 11  Spt",2,2,"11","Quota",675
"225","2006_pre","pre","2006","Ar 11  Spt",1,2,"11","Quota",199
"226","2006_pre","pre","2006","Ar 10  Spt",4,2,"10","Quota",7414
"227","2006_pre","pre","2006","Ar 13  Spt",4,7,"13","MSFQuota",460.52616
"228","2006_pre","pre","2006","Ar 10  Spt",2,2,"10","Quota",4025
"229","2006_pre","pre","2006","Ar 13  Spt",2,7,"13","MSFQuota",225.95053
"230","2006_pre","pre","2006","Ar 8-2 Spt",5,2,"82","Quota",1692
"231","2006_pre","pre","2006","Ar 8-2 Spt",4,2,"82","Quota",6096
"232","2006_pre","pre","2006","Ar 8-2 Spt",2,2,"82","Quota",121
"233","2006_pre","pre","2006","Ar 12  Spt",5,2,"12","Quota",717
"234","2006_pre","pre","2006","Ar 12  Spt",4,2,"12","Quota",1218
"235","2006_pre","pre","2006","Ar 8-2 Spt",1,2,"82","Quota",34
"236","2006_pre","pre","2006","Ar 13  Spt",5,2,"13","Quota",446
"237","2006_pre","pre","2006","Area 6 Spt",2,7,"06","MSFQuota",115.09354
"238","2006_pre","pre","2006","Ar 13  Spt",3,7,"13","MSFQuota",285.49996
"239","2006_pre","pre","2006","Ar 10  Spt",3,2,"10","Quota",5886
"240","2006_pre","pre","2006","Area 5 Spt",5,2,"05","Quota",24
"241","2006_pre","pre","2006","Area 5 Spt",4,7,"05","MSFQuota",16176.9906
"242","2006_pre","pre","2006","Area 5 Spt",3,7,"05","MSFQuota",8517.11809
"243","2006_pre","pre","2006","Area 5 Spt",2,7,"05","MSFQuota",5366.75028
"244","2006_pre","pre","2006","Area 5 Spt",1,2,"05","Quota",107
"245","2006_pre","pre","2006","Ar 8-2 Spt",3,2,"82","Quota",1222
"246","2006_pre","pre","2006","Area 6 Spt",1,2,"06","Quota",20
"247","2007_pre","pre","2007","Ar 8-2 Spt",1,2,"82","Quota",32
"248","2007_pre","pre","2007","Ar 11  Spt",2,2,"11","Quota",566
"249","2007_pre","pre","2007","Ar 10  Spt",3,2,"10","Quota",2842
"250","2007_pre","pre","2007","Ar 10  Spt",1,2,"10","Quota",117
"251","2007_pre","pre","2007","Ar 8-2 Spt",5,2,"82","Quota",61
"252","2007_pre","pre","2007","Ar 8-2 Spt",4,2,"82","Quota",5829
"253","2007_pre","pre","2007","Ar 11  Spt",3,2,"11","Quota",1715
"254","2007_pre","pre","2007","Ar 8-2 Spt",2,2,"82","Quota",89
"255","2007_pre","pre","2007","Ar 10  Spt",4,2,"10","Quota",6944
"256","2007_pre","pre","2007","Area 7 Spt",5,2,"07","Quota",1029
"257","2007_pre","pre","2007","Area 7 Spt",4,7,"07","MSFQuota",747.94213
"258","2007_pre","pre","2007","Area 7 Spt",3,7,"07","MSFQuota",527.52476
"259","2007_pre","pre","2007","Ar 8-2 Spt",3,2,"82","Quota",1162
"260","2007_pre","pre","2007","Ar 13  Spt",3,7,"13","MSFQuota",327.28134
"261","2007_pre","pre","2007","Area 5 Spt",2,7,"05","MSFQuota",1601.7226
"262","2007_pre","pre","2007","Ar 12  Spt",5,2,"12","Quota",647
"263","2007_pre","pre","2007","Ar 12  Spt",4,2,"12","Quota",1309
"264","2007_pre","pre","2007","Ar 12  Spt",3,2,"12","Quota",645
"265","2007_pre","pre","2007","Ar 12  Spt",2,2,"12","Quota",4
"266","2007_pre","pre","2007","Ar 11  Spt",5,2,"11","Quota",1050
"267","2007_pre","pre","2007","Ar 13  Spt",4,7,"13","MSFQuota",466.23706
"268","2007_pre","pre","2007","Ar 11  Spt",4,2,"11","Quota",3463
"269","2007_pre","pre","2007","Ar 13  Spt",2,7,"13","MSFQuota",268.60308
"270","2007_pre","pre","2007","Ar 13  Spt",1,2,"13","Quota",362
"271","2007_pre","pre","2007","Ar 10  Spt",5,2,"10","Quota",2350
"272","2007_pre","pre","2007","Ar 10  Spt",2,2,"10","Quota",1496
"273","2007_pre","pre","2007","Ar 12  Spt",1,2,"12","Quota",2
"274","2007_pre","pre","2007","Area 5 Spt",1,2,"05","Quota",100
"275","2007_pre","pre","2007","Ar 13  Spt",5,7,"13","MSFQuota",316.29522
"276","2007_pre","pre","2007","Area 6 Spt",5,2,"06","Quota",2456
"277","2007_pre","pre","2007","Area 9 Spt",2,2,"09","Quota",2276
"278","2007_pre","pre","2007","Area 9 Spt",1,2,"09","Quota",73
"279","2007_pre","pre","2007","Ar 8-1 Spt",5,2,"81","Quota",46
"280","2007_pre","pre","2007","Area 5 Spt",4,7,"05","MSFQuota",4188.00802
"281","2007_pre","pre","2007","Ar 8-1 Spt",3,2,"81","Quota",299
"282","2007_pre","pre","2007","Ar 8-1 Spt",1,2,"81","Quota",6
"283","2007_pre","pre","2007","Area 9 Spt",3,2,"09","Quota",5599
"284","2007_pre","pre","2007","Area 7 Spt",1,2,"07","Quota",1
"285","2007_pre","pre","2007","Ar 8-1 Spt",4,2,"81","Quota",781
"286","2007_pre","pre","2007","Area 6 Spt",4,7,"06","MSFQuota",398.1641
"287","2007_pre","pre","2007","Area 6 Spt",3,7,"06","MSFQuota",151.04194
"288","2007_pre","pre","2007","Area 6 Spt",2,7,"06","MSFQuota",15.09435
"289","2007_pre","pre","2007","Area 6 Spt",1,2,"06","Quota",19
"290","2007_pre","pre","2007","Area 5 Spt",5,2,"05","Quota",21
"291","2007_pre","pre","2007","Ar 11  Spt",1,2,"11","Quota",78
"292","2007_pre","pre","2007","Area 7 Spt",2,2,"07","Quota",652
"293","2007_pre","pre","2007","Area 9 Spt",5,2,"09","Quota",2417
"294","2007_pre","pre","2007","Area 9 Spt",4,2,"09","Quota",9660
"295","2007_pre","pre","2007","Area 5 Spt",3,7,"05","MSFQuota",3935.01267
"296","2007_pre","pre","2007","Ar 8-1 Spt",2,2,"81","Quota",0
"297","2008_pre","pre","2008","Area 7 Spt",5,2,"07","Quota",1029
"298","2008_pre","pre","2008","Ar 12  Spt",2,1,"12","Quota",0
"299","2008_pre","pre","2008","Ar 12  Spt",3,2,"12","Quota",489
"300","2008_pre","pre","2008","Ar 8-1 Spt",4,2,"81","Quota",341
"301","2008_pre","pre","2008","Ar 12  Spt",4,2,"12","Quota",1629
"302","2008_pre","pre","2008","Ar 11  Spt",4,2,"11","Quota",1689
"303","2008_pre","pre","2008","Area 7 Spt",4,7,"07","MSFQuota",685.2499
"304","2008_pre","pre","2008","Area 7 Spt",3,7,"07","MSFQuota",404.10606
"305","2008_pre","pre","2008","Area 7 Spt",2,2,"07","Quota",20
"306","2008_pre","pre","2008","Area 7 Spt",1,2,"07","Quota",1
"307","2008_pre","pre","2008","Area 6 Spt",5,2,"06","Quota",2456
"308","2008_pre","pre","2008","Ar 8-1 Spt",3,2,"81","Quota",158
"309","2008_pre","pre","2008","Ar 11  Spt",5,2,"11","Quota",269
"310","2008_pre","pre","2008","Ar 11  Spt",3,2,"11","Quota",1414
