start_date,end_date,coho_ad_k,coho_um_k,coho_unk_k,coho_ad_r,coho_um_r,coho_unk_r,catch_area_code,source
7/1/2021,7/4/2021,57,0,0,31,70,25,5,Summer In-Season Coho Estimates
7/2/2021,7/2/2021,0,0,0,0,0,0,7,2021 Coho Report
7/2/2021,7/2/2021,0,0,0,0,0,0,11,2021 Coho Report
7/3/2021,7/4/2021,0,0,0,10,0,10,7,2021 Coho Report
7/3/2021,7/4/2021,0,0,0,0,0,0,11,2021 Coho Report
7/5/2021,7/11/2021,264,464,0,138,76,281,10,2021 Coho Report
7/5/2021,7/11/2021,3,0,0,12,16,13,6,2021 Coho Report
7/5/2021,7/7/2021,0,0,0,0,0,0,7,2021 Coho Report
7/5/2021,7/8/2021,4,0,0,0,4,17,11,2021 Coho Report
7/5/2021,7/11/2021,106,0,0,96,157,69,5,Summer In-Season Coho Estimates
7/9/2021,7/9/2021,2,0,0,0,0,4,11,2021 Coho Report
7/10/2021,7/10/2021,0,0,0,0,0,0,11,2021 Coho Report
7/11/2021,7/11/2021,10,2,0,0,0,0,11,2021 Coho Report
7/12/2021,7/15/2021,105,204,0,0,57,295,10,2021 Coho Report
7/12/2021,7/18/2021,8,0,0,3,16,12,6,2021 Coho Report
7/12/2021,7/15/2021,15,9,0,0,0,0,11,2021 Coho Report
7/12/2021,7/18/2021,161,0,0,97,116,10,5,Summer In-Season Coho Estimates
7/16/2021,7/16/2021,71,85,0,27,13,63,10,2021 Coho Report
7/16/2021,7/16/2021,151,20,0,104,108,35,9,2021 Coho Report
7/16/2021,7/16/2021,16,4,0,8,2,0,11,2021 Coho Report
7/17/2021,7/17/2021,133,113,0,46,63,67,10,2021 Coho Report
7/17/2021,7/17/2021,219,3,0,21,90,90,9,2021 Coho Report
7/17/2021,7/17/2021,2,0,0,9,4,0,11,2021 Coho Report
7/18/2021,7/18/2021,84,165,0,49,42,118,10,2021 Coho Report
7/18/2021,7/18/2021,130,30,0,48,91,33,9,2021 Coho Report
7/18/2021,7/18/2021,15,2,0,0,2,4,11,2021 Coho Report
7/19/2021,7/22/2021,110,222,0,134,79,163,10,2021 Coho Report
7/19/2021,7/25/2021,4,0,0,3,0,9,6,2021 Coho Report
7/19/2021,7/22/2021,272,24,0,154,296,54,9,2021 Coho Report
7/19/2021,7/22/2021,9,0,0,0,0,4,11,2021 Coho Report
7/19/2021,7/25/2021,53,0,0,60,59,0,5,Summer In-Season Coho Estimates
7/23/2021,7/23/2021,49,41,0,5,25,89,10,2021 Coho Report
7/23/2021,7/23/2021,183,11,0,66,76,67,9,2021 Coho Report
7/23/2021,7/23/2021,29,19,0,0,0,0,11,2021 Coho Report
7/24/2021,7/24/2021,79,98,0,13,188,85,10,2021 Coho Report
7/24/2021,7/24/2021,26,0,0,78,39,65,9,2021 Coho Report
7/24/2021,7/24/2021,25,11,0,3,2,0,11,2021 Coho Report
7/25/2021,7/25/2021,52,113,0,27,22,110,10,2021 Coho Report
7/25/2021,7/25/2021,82,6,0,48,82,21,9,2021 Coho Report
7/25/2021,7/25/2021,8,0,0,0,0,3,11,2021 Coho Report
7/26/2021,7/29/2021,152,256,0,109,11,251,10,2021 Coho Report
7/26/2021,8/1/2021,0,0,0,3,20,33,6,2021 Coho Report
7/26/2021,7/29/2021,170,7,0,0,192,20,9,2021 Coho Report
7/26/2021,7/29/2021,44,4,0,4,0,0,11,2021 Coho Report
7/26/2021,8/1/2021,56,0,0,62,66,0,5,Summer In-Season Coho Estimates
7/30/2021,7/30/2021,78,120,0,20,33,78,10,2021 Coho Report
7/30/2021,7/30/2021,48,3,0,23,51,9,9,2021 Coho Report
7/30/2021,7/30/2021,11,6,0,0,0,0,11,2021 Coho Report
7/31/2021,7/31/2021,106,120,0,63,3,59,10,2021 Coho Report
7/31/2021,7/31/2021,56,0,0,12,86,3,9,2021 Coho Report
7/31/2021,7/31/2021,15,2,0,2,0,0,11,2021 Coho Report
8/1/2021,8/1/2021,77,136,0,15,8,87,10,2021 Coho Report
8/1/2021,8/1/2021,62,15,0,28,44,49,9,2021 Coho Report
8/1/2021,8/1/2021,21,2,0,15,10,0,11,2021 Coho Report
8/2/2021,8/5/2021,116,166,0,60,11,170,10,2021 Coho Report
8/2/2021,8/3/2021,2,0,0,0,0,4,6,2021 Coho Report
8/2/2021,8/5/2021,158,44,0,57,232,25,9,2021 Coho Report
8/2/2021,8/5/2021,36,18,0,37,18,0,11,2021 Coho Report
8/2/2021,8/8/2021,27,0,0,11,14,0,5,Summer In-Season Coho Estimates
8/4/2021,8/8/2021,2,0,0,0,19,0,6,2021 Coho Report
8/6/2021,8/6/2021,25,26,0,5,3,5,10,2021 Coho Report
8/6/2021,8/6/2021,35,0,0,0,0,0,9,2021 Coho Report
8/6/2021,8/6/2021,7,2,0,2,0,0,11,2021 Coho Report
8/7/2021,8/7/2021,33,28,0,3,11,21,10,2021 Coho Report
8/7/2021,8/7/2021,42,3,0,5,24,5,9,2021 Coho Report
8/7/2021,8/7/2021,13,5,0,6,0,0,11,2021 Coho Report
8/8/2021,8/8/2021,42,54,0,14,11,51,10,2021 Coho Report
8/8/2021,8/8/2021,36,5,0,3,59,10,9,2021 Coho Report
8/8/2021,8/8/2021,10,0,0,5,0,4,11,2021 Coho Report
8/9/2021,8/12/2021,75,108,0,59,53,37,10,2021 Coho Report
8/9/2021,8/15/2021,2,0,0,0,127,2,6,2021 Coho Report
8/9/2021,8/12/2021,19,18,0,0,140,18,9,2021 Coho Report
8/9/2021,8/12/2021,36,0,0,5,0,0,11,2021 Coho Report
8/9/2021,8/15/2021,143,18,6,27,177,9,5,Summer In-Season Coho Estimates
8/13/2021,8/13/2021,37,29,0,30,3,31,10,2021 Coho Report
8/13/2021,8/13/2021,47,13,0,0,57,5,9,2021 Coho Report
8/13/2021,8/13/2021,2,0,0,0,0,0,11,2021 Coho Report
8/14/2021,8/14/2021,109,75,0,3,14,22,10,2021 Coho Report
8/14/2021,8/15/2021,7,5,0,0,56,9,82,2021 Coho Report
8/14/2021,8/14/2021,13,3,0,8,31,5,9,2021 Coho Report
8/14/2021,8/14/2021,0,0,0,0,0,2,11,2021 Coho Report
8/15/2021,8/15/2021,43,33,0,11,22,31,10,2021 Coho Report
8/15/2021,8/15/2021,37,0,0,3,26,5,9,2021 Coho Report
8/15/2021,8/15/2021,7,4,0,0,0,6,11,2021 Coho Report
8/16/2021,8/19/2021,86,123,0,17,6,61,10,2021 Coho Report
8/16/2021,8/22/2021,22,5,0,2,118,0,6,2021 Coho Report
8/16/2021,8/22/2021,20,27,0,3,122,18,82,2021 Coho Report
8/16/2021,8/19/2021,60,6,0,0,150,0,9,2021 Coho Report
8/16/2021,8/19/2021,25,10,0,0,0,10,11,2021 Coho Report
8/16/2021,8/22/2021,126,14,6,23,184,12,5,Summer In-Season Coho Estimates
8/20/2021,8/20/2021,56,48,0,20,10,28,10,2021 Coho Report
8/20/2021,8/20/2021,16,8,0,0,21,0,9,2021 Coho Report
8/20/2021,8/20/2021,4,0,0,0,0,0,11,2021 Coho Report
8/21/2021,8/21/2021,64,78,0,22,5,37,10,2021 Coho Report
8/21/2021,8/21/2021,65,0,0,0,66,3,9,2021 Coho Report
8/21/2021,8/21/2021,26,6,0,0,2,0,11,2021 Coho Report
8/22/2021,8/22/2021,17,21,0,3,7,0,10,2021 Coho Report
8/22/2021,8/22/2021,48,0,0,0,28,0,9,2021 Coho Report
8/22/2021,8/22/2021,2,0,0,0,0,0,11,2021 Coho Report
8/23/2021,8/26/2021,75,72,0,16,39,16,10,2021 Coho Report
8/23/2021,8/29/2021,94,0,0,18,87,0,6,2021 Coho Report
8/23/2021,8/29/2021,83,35,0,3,225,13,82,2021 Coho Report
8/23/2021,8/26/2021,105,7,0,21,39,6,9,2021 Coho Report
8/23/2021,8/24/2021,53,14,0,0,0,24,11,2021 Coho Report
8/23/2021,8/29/2021,2476,23,42,311,2667,251,5,Summer In-Season Coho Estimates
8/25/2021,8/26/2021,20,7,0,7,0,0,11,2021 Coho Report
8/27/2021,8/27/2021,44,39,0,3,3,8,10,2021 Coho Report
8/27/2021,8/27/2021,102,5,0,3,119,0,9,2021 Coho Report
8/27/2021,8/27/2021,7,0,0,5,0,0,11,2021 Coho Report
8/28/2021,8/28/2021,108,148,0,19,7,84,10,2021 Coho Report
8/28/2021,8/28/2021,128,3,0,22,151,15,9,2021 Coho Report
8/28/2021,8/28/2021,42,12,0,7,0,24,11,2021 Coho Report
8/29/2021,8/29/2021,114,113,0,23,14,76,10,2021 Coho Report
8/29/2021,8/29/2021,70,3,0,3,96,0,9,2021 Coho Report
8/29/2021,8/29/2021,23,0,0,0,2,9,11,2021 Coho Report
8/30/2021,9/2/2021,228,283,0,74,14,234,10,2021 Coho Report
8/30/2021,9/5/2021,132,0,0,6,189,7,6,2021 Coho Report
8/30/2021,9/5/2021,719,67,4,18,555,7,82,2021 Coho Report
8/30/2021,9/2/2021,206,5,0,25,163,0,9,2021 Coho Report
8/30/2021,9/2/2021,114,51,0,5,0,0,11,2021 Coho Report
8/30/2021,9/5/2021,3246,10,42,375,3386,255,5,Summer In-Season Coho Estimates
9/3/2021,9/3/2021,172,199,0,12,7,73,10,2021 Coho Report
9/3/2021,9/3/2021,179,23,0,81,238,12,9,2021 Coho Report
9/3/2021,9/3/2021,38,35,0,0,0,0,11,2021 Coho Report
9/4/2021,9/4/2021,151,179,0,12,17,63,10,2021 Coho Report
9/4/2021,9/4/2021,286,15,0,23,150,14,9,2021 Coho Report
9/4/2021,9/4/2021,83,70,0,0,0,10,11,2021 Coho Report
9/5/2021,9/5/2021,160,171,0,22,9,65,10,2021 Coho Report
9/5/2021,9/5/2021,319,12,0,6,165,12,9,2021 Coho Report
9/5/2021,9/5/2021,28,17,0,0,0,2,11,2021 Coho Report
9/6/2021,9/9/2021,957,979,0,62,155,288,10,2021 Coho Report
9/6/2021,9/12/2021,564,3,3,72,485,24,6,2021 Coho Report
9/6/2021,9/12/2021,679,29,0,26,458,8,82,2021 Coho Report
9/6/2021,9/9/2021,477,12,0,24,608,83,9,2021 Coho Report
9/6/2021,9/9/2021,289,218,0,21,41,50,11,2021 Coho Report
9/6/2021,9/12/2021,6416,33,27,464,8041,117,5,Summer In-Season Coho Estimates
9/10/2021,9/10/2021,254,269,0,53,10,138,10,2021 Coho Report
9/10/2021,9/10/2021,314,31,0,3,357,6,9,2021 Coho Report
9/10/2021,9/10/2021,39,9,0,5,2,14,11,2021 Coho Report
9/11/2021,9/11/2021,556,431,0,47,61,184,10,2021 Coho Report
9/11/2021,9/11/2021,382,11,0,31,326,36,9,2021 Coho Report
9/11/2021,9/11/2021,63,40,0,0,0,7,11,2021 Coho Report
9/12/2021,9/12/2021,247,210,0,40,19,104,10,2021 Coho Report
9/12/2021,9/12/2021,83,0,0,0,77,0,9,2021 Coho Report
9/12/2021,9/12/2021,96,32,0,0,3,0,11,2021 Coho Report
9/13/2021,9/16/2021,806,810,0,75,86,306,10,2021 Coho Report
9/13/2021,9/19/2021,393,3,3,55,495,24,6,2021 Coho Report
9/13/2021,9/19/2021,1312,20,0,103,1009,7,82,2021 Coho Report
9/13/2021,9/16/2021,651,129,0,24,447,18,9,2021 Coho Report
9/13/2021,9/16/2021,214,63,0,15,43,28,11,2021 Coho Report
9/13/2021,9/19/2021,4184,14,0,245,5660,124,5,Summer In-Season Coho Estimates
9/17/2021,9/17/2021,54,66,0,0,5,7,10,2021 Coho Report
9/17/2021,9/17/2021,6,0,0,0,0,0,9,2021 Coho Report
9/17/2021,9/17/2021,32,15,0,0,0,0,11,2021 Coho Report
9/18/2021,9/18/2021,48,68,0,3,3,33,10,2021 Coho Report
9/18/2021,9/18/2021,3,0,0,0,6,0,9,2021 Coho Report
9/18/2021,9/18/2021,12,5,0,0,0,0,11,2021 Coho Report
9/19/2021,9/19/2021,176,195,0,10,17,67,10,2021 Coho Report
9/19/2021,9/19/2021,325,0,0,9,318,9,9,2021 Coho Report
9/19/2021,9/19/2021,74,10,0,8,8,13,11,2021 Coho Report
9/20/2021,9/23/2021,1230,1234,0,150,99,499,10,2021 Coho Report
9/20/2021,9/26/2021,827,6,14,27,2035,79,6,2021 Coho Report
9/20/2021,9/23/2021,897,6,0,23,1005,99,9,2021 Coho Report
9/20/2021,9/23/2021,257,132,0,17,11,145,11,2021 Coho Report
9/20/2021,9/26/2021,1751,22,0,288,3864,169,5,Summer In-Season Coho Estimates
9/24/2021,9/24/2021,131,0,0,0,180,38,9,2021 Coho Report
9/24/2021,9/24/2021,124,42,0,10,3,12,11,2021 Coho Report
9/24/2021,9/24/2021,108,105,0,58,25,68,10,2021 Coho Report
9/25/2021,9/25/2021,104,10,0,10,203,37,9,2021 Coho Report
9/25/2021,9/26/2021,115,1,0,0,0,0,9,2021 Coho Report
9/25/2021,9/25/2021,101,53,0,0,0,13,11,2021 Coho Report
9/25/2021,9/25/2021,225,346,0,57,12,180,10,2021 Coho Report
9/25/2021,9/26/2021,69,128,0,0,0,0,10,2021 Coho Report
9/26/2021,9/26/2021,18,0,0,0,6,0,9,2021 Coho Report
9/26/2021,9/26/2021,22,11,0,2,6,7,11,2021 Coho Report
9/26/2021,9/26/2021,36,48,0,2,5,15,10,2021 Coho Report
9/27/2021,9/30/2021,220,3,0,0,661,47,6,2021 Coho Report
9/27/2021,9/30/2021,37,6,0,0,74,34,9,2021 Coho Report
9/27/2021,9/30/2021,52,23,0,11,0,0,11,2021 Coho Report
9/27/2021,9/30/2021,115,118,0,7,0,20,10,2021 Coho Report
9/27/2021,9/30/2021,645,16,0,94,1359,52,5,Summer In-Season Coho Estimates
10/1/2021,10/3/2021,132,73,0,10,0,14,11,2021 Coho Report
10/1/2021,10/3/2021,403,815,0,184,63,470,10,2021 Coho Report
10/4/2021,10/10/2021,21,9,0,14,4,52,11,2021 Coho Report
10/4/2021,10/10/2021,39,97,0,68,0,101,10,2021 Coho Report
10/11/2021,10/17/2021,14,13,0,7,0,27,11,2021 Coho Report
10/11/2021,10/17/2021,19,28,0,29,0,7,10,2021 Coho Report
10/18/2021,10/24/2021,0,0,0,0,0,0,11,2021 Coho Report
10/18/2021,10/24/2021,0,0,0,0,0,7,10,2021 Coho Report
10/25/2021,10/31/2021,0,0,0,0,0,4,11,2021 Coho Report
10/25/2021,10/31/2021,0,0,0,0,0,0,10,2021 Coho Report
1/1/2022,1/2/2022,0,0,0,0,0,0,10,2022 In-season Estimates
1/3/2022,1/3/2022,0,0,0,0,0,0,10,2022 In-season Estimates
1/8/2022,1/8/2022,0,0,0,0,0,0,10,2022 In-season Estimates
1/9/2022,1/9/2022,0,0,0,0,0,0,10,2022 In-season Estimates
1/10/2022,1/10/2022,0,0,0,0,0,0,10,2022 In-season Estimates
2/24/2022,2/24/2022,0,0,0,0,0,0,10,2022 In-season Estimates
2/25/2022,2/25/2022,0,7,0,0,0,0,10,2022 In-season Estimates
2/26/2022,2/26/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/3/2022,3/3/2022,0,0,0,0,5,0,10,2022 In-season Estimates
3/4/2022,3/4/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/5/2022,3/5/2022,0,0,0,4,0,0,10,2022 In-season Estimates
3/10/2022,3/10/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/11/2022,3/11/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/12/2022,3/12/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/16/2022,3/17/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/18/2022,3/18/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/19/2022,3/19/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/20/2022,3/20/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/21/2022,3/24/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/25/2022,3/25/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/26/2022,3/26/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/27/2022,3/27/2022,0,0,0,0,0,0,10,2022 In-season Estimates
3/28/2022,3/31/2022,0,0,0,0,0,0,10,2022 In-season Estimates
6/1/2022,6/2/2022,0,0,0,0,0,0,11,2022 In-season Estimates
6/3/2022,6/3/2022,0,0,0,0,0,0,11,2022 In-season Estimates
6/16/2022,6/16/2022,32,41,0,5,0,23,10,2022 In-season Estimates
6/17/2022,6/19/2022,119,206,0,10,0,10,10,2022 In-season Estimates
6/20/2022,6/23/2022,219,309,0,0,0,18,10,2022 In-season Estimates
6/24/2022,6/24/2022,69,130,0,0,0,17,10,2022 In-season Estimates
6/25/2022,6/25/2022,141,196,0,0,4,33,10,2022 In-season Estimates
6/26/2022,6/26/2022,108,180,0,6,23,31,10,2022 In-season Estimates
6/27/2022,6/30/2022,248,661,0,18,74,93,10,2022 In-season Estimates
7/1/2022,7/1/2022,49,0,0,0,9,4,5,2022 In-season Estimates
7/1/2022,7/1/2022,3,0,0,2,2,0,6,2022 In-season Estimates
7/1/2022,7/1/2022,36,128,0,19,13,15,10,2022 In-season Estimates
7/1/2022,7/1/2022,4,2,0,0,0,0,11,2022 In-season Estimates
7/2/2022,7/2/2022,192,4,0,14,76,34,5,2022 In-season Estimates
7/2/2022,7/2/2022,12,2,0,2,8,3,6,2022 In-season Estimates
7/2/2022,7/2/2022,54,201,0,11,9,14,10,2022 In-season Estimates
7/2/2022,7/2/2022,26,0,0,0,0,0,11,2022 In-season Estimates
7/3/2022,7/4/2022,145,0,0,16,120,53,5,2022 In-season Estimates
7/3/2022,7/4/2022,83,0,0,27,23,3,6,2022 In-season Estimates
7/3/2022,7/4/2022,40,103,0,11,0,65,10,2022 In-season Estimates
7/5/2022,7/7/2022,37,0,0,14,18,32,6,2022 In-season Estimates
7/5/2022,7/7/2022,65,59,0,21,0,21,10,2022 In-season Estimates
7/6/2022,7/6/2022,446,6,0,34,519,103,5,2022 In-season Estimates
7/6/2022,7/7/2022,0,8,0,0,4,0,11,2022 In-season Estimates
7/8/2022,7/8/2022,137,0,0,26,141,12,5,2022 In-season Estimates
7/8/2022,7/8/2022,88,2,0,0,25,24,6,2022 In-season Estimates
7/8/2022,7/8/2022,6,31,0,3,0,19,10,2022 In-season Estimates
7/8/2022,7/8/2022,0,0,0,0,2,2,11,2022 In-season Estimates
7/9/2022,7/9/2022,96,5,0,8,33,24,6,2022 In-season Estimates
7/9/2022,7/9/2022,28,67,0,12,3,24,10,2022 In-season Estimates
7/9/2022,7/9/2022,8,4,0,6,4,4,11,2022 In-season Estimates
7/10/2022,7/10/2022,49,2,0,11,91,11,5,2022 In-season Estimates
7/10/2022,7/10/2022,163,0,0,9,65,44,6,2022 In-season Estimates
7/10/2022,7/10/2022,27,38,0,0,11,19,10,2022 In-season Estimates
7/11/2022,7/14/2022,27,3,0,9,12,12,6,2022 In-season Estimates
7/11/2022,7/13/2022,17,75,0,0,0,169,10,2022 In-season Estimates
7/12/2022,7/12/2022,76,0,0,0,25,42,5,2022 In-season Estimates
7/14/2022,7/14/2022,14,0,0,0,49,0,5,2022 In-season Estimates
7/14/2022,7/14/2022,0,0,0,0,6,0,7,2022 In-season Estimates
7/14/2022,7/14/2022,93,11,0,0,88,18,9,2022 In-season Estimates
7/14/2022,7/14/2022,42,112,0,23,31,90,10,2022 In-season Estimates
7/15/2022,7/15/2022,14,0,0,2,11,6,6,2022 In-season Estimates
7/15/2022,7/15/2022,11,0,0,3,0,0,7,2022 In-season Estimates
7/15/2022,7/15/2022,14,5,0,9,34,14,9,2022 In-season Estimates
7/15/2022,7/15/2022,21,60,0,15,0,34,10,2022 In-season Estimates
7/16/2022,7/16/2022,53,0,0,0,52,4,5,2022 In-season Estimates
7/16/2022,7/16/2022,8,0,0,0,8,2,6,2022 In-season Estimates
7/16/2022,7/16/2022,0,0,0,0,3,0,7,2022 In-season Estimates
7/16/2022,7/16/2022,34,6,0,9,60,23,9,2022 In-season Estimates
7/16/2022,7/16/2022,82,115,0,18,24,16,10,2022 In-season Estimates
7/17/2022,7/17/2022,5,0,0,0,5,0,6,2022 In-season Estimates
7/17/2022,7/17/2022,141,208,0,23,27,59,10,2022 In-season Estimates
7/18/2022,7/18/2022,141,0,0,18,138,2,5,2022 In-season Estimates
7/18/2022,7/21/2022,113,12,0,18,76,27,6,2022 In-season Estimates
7/18/2022,7/21/2022,194,230,0,60,95,228,10,2022 In-season Estimates
7/20/2022,7/20/2022,277,0,0,31,312,30,5,2022 In-season Estimates
7/21/2022,7/21/2022,0,0,0,0,6,0,7,2022 In-season Estimates
7/21/2022,7/21/2022,45,15,0,132,45,23,9,2022 In-season Estimates
7/22/2022,7/22/2022,80,0,0,10,41,2,5,2022 In-season Estimates
7/22/2022,7/22/2022,5,0,0,9,14,2,6,2022 In-season Estimates
7/22/2022,7/22/2022,14,0,0,0,0,0,7,2022 In-season Estimates
7/22/2022,7/22/2022,46,5,0,13,36,11,9,2022 In-season Estimates
7/22/2022,7/22/2022,25,66,0,19,12,16,10,2022 In-season Estimates
7/23/2022,7/23/2022,21,2,0,0,12,5,6,2022 In-season Estimates
7/23/2022,7/23/2022,28,0,0,0,33,0,7,2022 In-season Estimates
7/23/2022,7/23/2022,77,6,0,26,90,17,9,2022 In-season Estimates
7/23/2022,7/23/2022,131,243,0,38,50,74,10,2022 In-season Estimates
7/24/2022,7/24/2022,218,2,0,19,175,6,5,2022 In-season Estimates
7/24/2022,7/24/2022,142,287,0,31,54,86,10,2022 In-season Estimates
7/25/2022,7/28/2022,146,0,0,30,95,0,5,2022 In-season Estimates
